Recycler ID,Recycler name,Location,Accepted materials,Authorization status,Contact,Rate,Pickup availability,Service area
REC00962,GreenLoop Karnal E-Waste Solutions 0962,Karnal,"Motor, Printer, Keyboard, Washing Machine, Television, Cable, Glass, LCD Panel",Authorized,+91 9283915681,Motor: ₹59/kg | Printer: ₹18/kg | Keyboard: ₹39/kg | Washing Machine: ₹13/kg | Television: ₹31/kg | Cable: ₹408/kg | Glass: ₹3/kg | LCD Panel: ₹44/kg,Yes,"Karnal, Panipat, Kurukshetra"
REC00963,ReTech Jalandhar Recycler Hub 0963,Jalandhar,"LCD Panel, Mixed Plastic, Battery",Authorized,+91 9274394051,LCD Panel: ₹33/kg | Mixed Plastic: ₹33/kg | Battery: ₹104/kg,Yes,"Jalandhar, Ludhiana"
REC00964,CleanEarth Bathinda Recovery Centre 0964,Bathinda,"Washing Machine, Mouse, Motor, Television, Glass, Mixed Metal, Mixed Plastic, Mobile",Authorization Verification Pending,+91 9770581052,Washing Machine: ₹19/kg | Mouse: ₹33/kg | Motor: ₹103/kg | Television: ₹15/kg | Glass: ₹5/kg | Mixed Metal: ₹59/kg | Mixed Plastic: ₹30/kg | Mobile: ₹301/kg,Yes,"Bathinda, Patiala, Moga"
REC00965,E-Waste Patiala Circular Solutions 0965,Patiala,"Battery, Washing Machine, Mobile, PCB, Glass",Authorized,+91 9276920382,Battery: ₹183/kg | Washing Machine: ₹18/kg | Mobile: ₹296/kg | PCB: ₹506/kg | Glass: ₹9/kg,Yes,"Patiala, Mohali"
REC00966,Circular Haridwar Resource Recovery 0966,Haridwar,"Mixed Metal, Keyboard, Motor, Microwave, Battery, Magnet Assembly, PCB",Authorized,+91 9297176582,Mixed Metal: ₹42/kg | Keyboard: ₹40/kg | Motor: ₹63/kg | Microwave: ₹26/kg | Battery: ₹162/kg | Magnet Assembly: ₹118/kg | PCB: ₹392/kg,Yes,"Haridwar, Dehradun"
REC00967,RenewTech Roorkee Green Processing 0967,Roorkee,"LCD Panel, Cable, Mobile, Television, Motor, Keyboard",Authorization Verification Pending,+91 9914395673,LCD Panel: ₹29/kg | Cable: ₹398/kg | Mobile: ₹230/kg | Television: ₹36/kg | Motor: ₹76/kg | Keyboard: ₹42/kg,Yes,"Roorkee, Haridwar, Saharanpur"
REC00968,GreenCircuit Dhanbad Materials Recycling 0968,Dhanbad,"Battery, CRT, Keyboard, Mobile, Mouse, Magnet Assembly",Authorized,+91 9567473970,Battery: ₹80/kg | CRT: ₹12/kg | Keyboard: ₹26/kg | Mobile: ₹291/kg | Mouse: ₹44/kg | Magnet Assembly: ₹114/kg,Yes,"Dhanbad, Bokaro, Giridih"
REC00969,UrbanRecycle Bokaro Sustainable Recycling 0969,Bokaro,"LCD Panel, Printer, Washing Machine, Television, Mobile",Authorized,+91 9339448547,LCD Panel: ₹69/kg | Printer: ₹25/kg | Washing Machine: ₹13/kg | Television: ₹36/kg | Mobile: ₹178/kg,No,Bokaro
REC00970,EcoLink Rourkela Collection & Recycling 0970,Rourkela,"Printer, PCB, Glass, CRT",Authorized,+91 9355790927,Printer: ₹14/kg | PCB: ₹416/kg | Glass: ₹12/kg | CRT: ₹16/kg,No,"Rourkela, Sambalpur"
REC00971,RecyclePro Sambalpur Recycling Services 0971,Sambalpur,"Washing Machine, Microwave, PCB, Battery, Cable, Mixed Plastic, Mobile",Authorization Verification Pending,+91 9667413239,Washing Machine: ₹22/kg | Microwave: ₹12/kg | PCB: ₹457/kg | Battery: ₹164/kg | Cable: ₹407/kg | Mixed Plastic: ₹26/kg | Mobile: ₹243/kg,Yes,"Sambalpur, Bargarh"
REC00972,EnviroCycle Warangal E-Waste Solutions 0972,Warangal,"Television, Mouse, Battery, LCD Panel, Mixed Plastic",Authorized,+91 9768357545,Television: ₹12/kg | Mouse: ₹30/kg | Battery: ₹96/kg | LCD Panel: ₹30/kg | Mixed Plastic: ₹29/kg,Yes,"Warangal, Karimnagar, Hyderabad"
REC00973,EarthLoop Tirupati Recycler Hub 0973,Tirupati,"Mixed Metal, PCB, Cable",Authorized,+91 9694961150,Mixed Metal: ₹34/kg | PCB: ₹459/kg | Cable: ₹405/kg,Yes,"Tirupati, Chittoor, Nellore"
REC00974,GreenMine Nellore Recovery Centre 0974,Nellore,"Glass, Microwave, PCB",Authorization Verification Pending,+91 9874350789,Glass: ₹6/kg | Microwave: ₹22/kg | PCB: ₹380/kg,Yes,"Nellore, Tirupati, Ongole"
REC00975,RecoverX Salem Circular Solutions 0975,Salem,"Microwave, LCD Panel, Glass, Keyboard, PCB",Authorized,+91 9355401879,Microwave: ₹27/kg | LCD Panel: ₹48/kg | Glass: ₹10/kg | Keyboard: ₹16/kg | PCB: ₹519/kg,Yes,"Salem, Namakkal, Erode"
REC00976,ScrapSmart Tiruchirappalli Resource Recovery 0976,Tiruchirappalli,"Mixed Plastic, Keyboard, Battery",Authorization Renewal Pending,+91 9845040060,Mixed Plastic: ₹35/kg | Keyboard: ₹35/kg | Battery: ₹180/kg,Yes,"Tiruchirappalli, Thanjavur, Karur"
REC00977,EcoRecover Vellore Green Processing 0977,Vellore,"LCD Panel, Cable, Television, Printer, Mixed Plastic",Authorized,+91 9192825521,LCD Panel: ₹49/kg | Cable: ₹389/kg | Television: ₹31/kg | Printer: ₹17/kg | Mixed Plastic: ₹28/kg,Yes,"Vellore, Ranipet"
REC00978,WasteWise Durgapur Materials Recycling 0978,Durgapur,"Cable, Magnet Assembly, Mixed Metal, LCD Panel, Mixed Plastic, Washing Machine",Authorization Renewal Pending,+91 9562750928,Cable: ₹452/kg | Magnet Assembly: ₹94/kg | Mixed Metal: ₹64/kg | LCD Panel: ₹62/kg | Mixed Plastic: ₹21/kg | Washing Machine: ₹26/kg,Yes,"Durgapur, Asansol, Bardhaman"
REC00979,CircularGrid Asansol Sustainable Recycling 0979,Asansol,"Motor, Magnet Assembly, Mouse, Glass",Authorization Verification Pending,+91 9537522022,Motor: ₹52/kg | Magnet Assembly: ₹84/kg | Mouse: ₹21/kg | Glass: ₹1/kg,Yes,"Asansol, Bankura"
REC00980,GreenBridge Bhopal Collection & Recycling 0980,Bhopal,"Motor, Television, Battery, Mobile, LCD Panel, Cable, Washing Machine",Authorized,+91 9559748481,Motor: ₹63/kg | Television: ₹15/kg | Battery: ₹148/kg | Mobile: ₹192/kg | LCD Panel: ₹40/kg | Cable: ₹430/kg | Washing Machine: ₹23/kg,Yes,"Bhopal, Vidisha, Sehore"
REC00981,EcoCycle Indore Recycling Services 0981,Indore,"Magnet Assembly, Mixed Metal, Mixed Plastic, Television, PCB, Mouse",Authorized,+91 9538364811,Magnet Assembly: ₹80/kg | Mixed Metal: ₹38/kg | Mixed Plastic: ₹21/kg | Television: ₹12/kg | PCB: ₹420/kg | Mouse: ₹51/kg,No,"Indore, Ujjain, Dewas"
REC00982,GreenLoop Raipur E-Waste Solutions 0982,Raipur,"Mixed Plastic, LCD Panel, Microwave, Television, Keyboard, Battery",Authorized,+91 9231826414,Mixed Plastic: ₹13/kg | LCD Panel: ₹59/kg | Microwave: ₹27/kg | Television: ₹36/kg | Keyboard: ₹30/kg | Battery: ₹126/kg,Yes,"Raipur, Durg"
REC00983,ReTech Bilaspur Recycler Hub 0983,Bilaspur,"Glass, Cable, Motor, Mixed Plastic, LCD Panel",Authorized,+91 9891649608,Glass: ₹3/kg | Cable: ₹393/kg | Motor: ₹62/kg | Mixed Plastic: ₹27/kg | LCD Panel: ₹60/kg,Yes,"Bilaspur, Korba"
REC00984,CleanEarth Nagpur Recovery Centre 0984,Nagpur,"CRT, Mobile, Battery, Glass, Washing Machine, LCD Panel, Mixed Metal, Motor",Authorized,+91 9888957043,CRT: ₹20/kg | Mobile: ₹292/kg | Battery: ₹124/kg | Glass: ₹11/kg | Washing Machine: ₹23/kg | LCD Panel: ₹74/kg | Mixed Metal: ₹65/kg | Motor: ₹72/kg,Yes,"Nagpur, Wardha"
REC00985,E-Waste Pune Circular Solutions 0985,Pune,"Keyboard, Mixed Plastic, Washing Machine, Magnet Assembly, Mobile, Battery, Motor, Mixed Metal",Authorized,+91 9725937412,Keyboard: ₹43/kg | Mixed Plastic: ₹20/kg | Washing Machine: ₹13/kg | Magnet Assembly: ₹71/kg | Mobile: ₹285/kg | Battery: ₹153/kg | Motor: ₹84/kg | Mixed Metal: ₹36/kg,Yes,"Pune, Pimpri-Chinchwad"
REC00986,Circular Mumbai Resource Recovery 0986,Mumbai,"Motor, Mobile, Microwave, Glass, Battery, Mouse",Authorized,+91 9189850417,Motor: ₹55/kg | Mobile: ₹178/kg | Microwave: ₹8/kg | Glass: ₹3/kg | Battery: ₹177/kg | Mouse: ₹47/kg,Yes,"Mumbai, Thane"
REC00987,RenewTech Nashik Green Processing 0987,Nashik,"Glass, LCD Panel, Battery, Mixed Metal, Television, Washing Machine",Authorized,+91 9798775692,Glass: ₹7/kg | LCD Panel: ₹47/kg | Battery: ₹185/kg | Mixed Metal: ₹35/kg | Television: ₹10/kg | Washing Machine: ₹21/kg,Yes,"Nashik, Malegaon"
REC00988,GreenCircuit Delhi Materials Recycling 0988,Delhi,"Mixed Plastic, Cable, CRT, Printer",Authorized,+91 9627733975,Mixed Plastic: ₹12/kg | Cable: ₹441/kg | CRT: ₹10/kg | Printer: ₹19/kg,Yes,"Delhi, Gurugram, Faridabad"
REC00989,UrbanRecycle Noida Sustainable Recycling 0989,Noida,"PCB, Glass, CRT, Mixed Metal, Mobile",Authorized,+91 9671766314,PCB: ₹544/kg | Glass: ₹2/kg | CRT: ₹14/kg | Mixed Metal: ₹79/kg | Mobile: ₹174/kg,Yes,"Noida, Ghaziabad, Greater Noida"
REC00990,EcoLink Jaipur Collection & Recycling 0990,Jaipur,"Printer, PCB, Mobile, Battery, CRT",Authorized,+91 9575423738,Printer: ₹23/kg | PCB: ₹407/kg | Mobile: ₹168/kg | Battery: ₹108/kg | CRT: ₹9/kg,Yes,"Jaipur, Ajmer"
REC00991,RecyclePro Kota Recycling Services 0991,Kota,"PCB, Washing Machine, Glass, Mouse, Microwave, Mixed Plastic, Battery, CRT",Authorized,+91 9920128476,PCB: ₹522/kg | Washing Machine: ₹23/kg | Glass: ₹1/kg | Mouse: ₹64/kg | Microwave: ₹15/kg | Mixed Plastic: ₹14/kg | Battery: ₹149/kg | CRT: ₹17/kg,No,Kota
REC00992,EnviroCycle Ahmedabad E-Waste Solutions 0992,Ahmedabad,"Glass, CRT, Printer, Washing Machine, Mouse, Motor, Microwave",Authorized,+91 9157848129,Glass: ₹1/kg | CRT: ₹11/kg | Printer: ₹30/kg | Washing Machine: ₹24/kg | Mouse: ₹65/kg | Motor: ₹101/kg | Microwave: ₹20/kg,No,"Ahmedabad, Gandhinagar, Vadodara"
REC00993,EarthLoop Surat Recycler Hub 0993,Surat,"Microwave, Mixed Plastic, LCD Panel, Keyboard, Washing Machine, Printer, Magnet Assembly",Authorized,+91 9854015026,Microwave: ₹8/kg | Mixed Plastic: ₹16/kg | LCD Panel: ₹67/kg | Keyboard: ₹22/kg | Washing Machine: ₹10/kg | Printer: ₹23/kg | Magnet Assembly: ₹74/kg,Yes,Surat
REC00994,GreenMine Vadodara Recovery Centre 0994,Vadodara,"Motor, Magnet Assembly, Mouse, LCD Panel, Television, Printer, Cable",Authorized,+91 9497072454,Motor: ₹58/kg | Magnet Assembly: ₹137/kg | Mouse: ₹30/kg | LCD Panel: ₹27/kg | Television: ₹19/kg | Printer: ₹28/kg | Cable: ₹371/kg,Yes,"Vadodara, Bharuch, Anand"
REC00995,RecoverX Bengaluru Circular Solutions 0995,Bengaluru,"Mouse, Glass, Keyboard, Mixed Plastic, Motor, Mixed Metal, Washing Machine, PCB",Authorized,+91 9170398941,Mouse: ₹62/kg | Glass: ₹8/kg | Keyboard: ₹19/kg | Mixed Plastic: ₹19/kg | Motor: ₹56/kg | Mixed Metal: ₹75/kg | Washing Machine: ₹35/kg | PCB: ₹508/kg,Yes,"Bengaluru, Mysuru"
REC00996,ScrapSmart Mysuru Resource Recovery 0996,Mysuru,"Battery, Microwave, Mixed Metal, Magnet Assembly",Authorized,+91 9730006578,Battery: ₹151/kg | Microwave: ₹18/kg | Mixed Metal: ₹44/kg | Magnet Assembly: ₹147/kg,Yes,"Mysuru, Hassan"
REC00997,EcoRecover Hyderabad Green Processing 0997,Hyderabad,"Washing Machine, PCB, Keyboard",Authorization Verification Pending,+91 9733893206,Washing Machine: ₹32/kg | PCB: ₹385/kg | Keyboard: ₹25/kg,Yes,"Hyderabad, Secunderabad"
REC00998,WasteWise Vijayawada Materials Recycling 0998,Vijayawada,"LCD Panel, Printer, Mouse",Authorized,+91 9663855411,LCD Panel: ₹58/kg | Printer: ₹18/kg | Mouse: ₹35/kg,Yes,"Vijayawada, Tenali, Guntur"
REC00999,CircularGrid Visakhapatnam Sustainable Recycling 0999,Visakhapatnam,"Mixed Metal, Battery, Magnet Assembly, Glass, LCD Panel, Cable, Television",Authorized,+91 9250287479,Mixed Metal: ₹75/kg | Battery: ₹133/kg | Magnet Assembly: ₹136/kg | Glass: ₹6/kg | LCD Panel: ₹55/kg | Cable: ₹404/kg | Television: ₹39/kg,Yes,"Visakhapatnam, Vizianagaram, Srikakulam"
REC01000,GreenBridge Chennai Collection & Recycling 1000,Chennai,"Mouse, Mixed Metal, Television, CRT, Mobile, PCB, Cable, Mixed Plastic",Authorization Verification Pending,+91 9905047751,Mouse: ₹65/kg | Mixed Metal: ₹35/kg | Television: ₹11/kg | CRT: ₹13/kg | Mobile: ₹258/kg | PCB: ₹430/kg | Cable: ₹402/kg | Mixed Plastic: ₹20/kg,Yes,"Chennai, Tambaram, Kanchipuram"
REC01001,EcoCycle Coimbatore Recycling Services 1001,Coimbatore,"Mixed Plastic, Magnet Assembly, PCB, Television",Authorized,+91 9191900498,Mixed Plastic: ₹10/kg | Magnet Assembly: ₹72/kg | PCB: ₹449/kg | Television: ₹18/kg,Yes,"Coimbatore, Erode"
REC01002,GreenLoop Madurai E-Waste Solutions 1002,Madurai,"Motor, Washing Machine, Mixed Metal, Microwave, PCB, Mixed Plastic, Printer",Authorized,+91 9528866959,Motor: ₹99/kg | Washing Machine: ₹25/kg | Mixed Metal: ₹34/kg | Microwave: ₹19/kg | PCB: ₹440/kg | Mixed Plastic: ₹13/kg | Printer: ₹19/kg,Yes,"Madurai, Sivaganga, Dindigul"
REC01003,ReTech Kolkata Recycler Hub 1003,Kolkata,"Magnet Assembly, Microwave, Keyboard",Authorized,+91 9466378166,Magnet Assembly: ₹102/kg | Microwave: ₹14/kg | Keyboard: ₹41/kg,Yes,"Kolkata, Howrah, Hooghly"
REC01004,CleanEarth Siliguri Recovery Centre 1004,Siliguri,"Keyboard, Mixed Metal, Glass, PCB",Authorization Renewal Pending,+91 9705676015,Keyboard: ₹39/kg | Mixed Metal: ₹83/kg | Glass: ₹12/kg | PCB: ₹430/kg,Yes,"Siliguri, Jalpaiguri, Darjeeling"
REC01005,E-Waste Lucknow Circular Solutions 1005,Lucknow,"Magnet Assembly, Glass, Keyboard, LCD Panel, Television, Printer, PCB",Authorized,+91 9118231226,Magnet Assembly: ₹121/kg | Glass: ₹6/kg | Keyboard: ₹34/kg | LCD Panel: ₹46/kg | Television: ₹20/kg | Printer: ₹24/kg | PCB: ₹457/kg,Yes,"Lucknow, Kanpur, Barabanki"
REC01006,Circular Kanpur Resource Recovery 1006,Kanpur,"LCD Panel, Mobile, Battery, Magnet Assembly, Keyboard, Mixed Metal, Mixed Plastic, Microwave",Authorization Verification Pending,+91 9262141618,LCD Panel: ₹70/kg | Mobile: ₹271/kg | Battery: ₹144/kg | Magnet Assembly: ₹77/kg | Keyboard: ₹39/kg | Mixed Metal: ₹56/kg | Mixed Plastic: ₹24/kg | Microwave: ₹11/kg,No,"Kanpur, Fatehpur"
REC01007,RenewTech Varanasi Green Processing 1007,Varanasi,"Washing Machine, Mouse, Magnet Assembly, CRT, LCD Panel",Authorized,+91 9453927347,Washing Machine: ₹13/kg | Mouse: ₹43/kg | Magnet Assembly: ₹77/kg | CRT: ₹8/kg | LCD Panel: ₹61/kg,Yes,"Varanasi, Prayagraj, Jaunpur"
REC01008,GreenCircuit Prayagraj Materials Recycling 1008,Prayagraj,"Microwave, Mouse, LCD Panel, Motor",Authorization Renewal Pending,+91 9325017457,Microwave: ₹23/kg | Mouse: ₹51/kg | LCD Panel: ₹69/kg | Motor: ₹67/kg,Yes,"Prayagraj, Mirzapur, Varanasi"
REC01009,UrbanRecycle Patna Sustainable Recycling 1009,Patna,"CRT, Printer, Mixed Metal, LCD Panel",Authorized,+91 9621625538,CRT: ₹12/kg | Printer: ₹16/kg | Mixed Metal: ₹72/kg | LCD Panel: ₹41/kg,Yes,"Patna, Nalanda"
REC01010,EcoLink Gaya Collection & Recycling 1010,Gaya,"Printer, Battery, Mobile, Mixed Plastic, Keyboard, Microwave",Authorized,+91 9368272149,Printer: ₹20/kg | Battery: ₹133/kg | Mobile: ₹254/kg | Mixed Plastic: ₹34/kg | Keyboard: ₹15/kg | Microwave: ₹24/kg,Yes,"Gaya, Nawada, Jehanabad"
REC01011,RecyclePro Ranchi Recycling Services 1011,Ranchi,"Mouse, LCD Panel, Magnet Assembly",Authorized,+91 9374035370,Mouse: ₹54/kg | LCD Panel: ₹73/kg | Magnet Assembly: ₹109/kg,Yes,Ranchi
REC01012,EnviroCycle Jamshedpur E-Waste Solutions 1012,Jamshedpur,"Mixed Plastic, Motor, Television, Magnet Assembly, Printer, Mobile, Microwave",Authorized,+91 9393495625,Mixed Plastic: ₹29/kg | Motor: ₹50/kg | Television: ₹39/kg | Magnet Assembly: ₹87/kg | Printer: ₹15/kg | Mobile: ₹189/kg | Microwave: ₹28/kg,Yes,"Jamshedpur, Chaibasa, Adityapur"
REC01013,EarthLoop Bhubaneswar Recycler Hub 1013,Bhubaneswar,"CRT, Washing Machine, Motor, Microwave",Authorized,+91 9455400356,CRT: ₹9/kg | Washing Machine: ₹20/kg | Motor: ₹51/kg | Microwave: ₹14/kg,Yes,"Bhubaneswar, Cuttack, Puri"
REC01014,GreenMine Cuttack Recovery Centre 1014,Cuttack,"Mixed Metal, Television, Microwave, Battery, Washing Machine, Cable",Authorized,+91 9192326322,Mixed Metal: ₹42/kg | Television: ₹30/kg | Microwave: ₹17/kg | Battery: ₹129/kg | Washing Machine: ₹20/kg | Cable: ₹335/kg,Yes,"Cuttack, Jajpur, Bhubaneswar"
REC01015,RecoverX Guwahati Circular Solutions 1015,Guwahati,"Glass, Keyboard, Microwave, Magnet Assembly, Printer",Authorized,+91 9550436981,Glass: ₹11/kg | Keyboard: ₹44/kg | Microwave: ₹17/kg | Magnet Assembly: ₹106/kg | Printer: ₹30/kg,Yes,"Guwahati, Nalbari"
REC01016,ScrapSmart Shillong Resource Recovery 1016,Shillong,"Mixed Metal, Magnet Assembly, LCD Panel, Mobile",Authorization Verification Pending,+91 9202395745,Mixed Metal: ₹79/kg | Magnet Assembly: ₹74/kg | LCD Panel: ₹50/kg | Mobile: ₹154/kg,Yes,"Shillong, Nongpoh"
REC01017,EcoRecover Kochi Green Processing 1017,Kochi,"Mixed Plastic, Television, Motor, Microwave, Keyboard, Magnet Assembly",Authorized,+91 9518255962,Mixed Plastic: ₹21/kg | Television: ₹31/kg | Motor: ₹65/kg | Microwave: ₹28/kg | Keyboard: ₹43/kg | Magnet Assembly: ₹112/kg,Yes,"Kochi, Kottayam"
REC01018,WasteWise Thiruvananthapuram Materials Recycling 1018,Thiruvananthapuram,"Printer, Television, Glass, Magnet Assembly, LCD Panel, Microwave, Keyboard, Mixed Plastic",Authorized,+91 9161455811,Printer: ₹9/kg | Television: ₹31/kg | Glass: ₹11/kg | Magnet Assembly: ₹103/kg | LCD Panel: ₹53/kg | Microwave: ₹26/kg | Keyboard: ₹44/kg | Mixed Plastic: ₹20/kg,Yes,"Thiruvananthapuram, Neyyattinkara"
REC01019,CircularGrid Kozhikode Sustainable Recycling 1019,Kozhikode,"Keyboard, LCD Panel, Mouse, Motor",Authorized,+91 9590045095,Keyboard: ₹22/kg | LCD Panel: ₹32/kg | Mouse: ₹23/kg | Motor: ₹96/kg,No,"Kozhikode, Malappuram, Kannur"
REC01020,GreenBridge Chandigarh Collection & Recycling 1020,Chandigarh,"Motor, Printer, Television, Magnet Assembly, LCD Panel",Authorized,+91 9241114555,Motor: ₹68/kg | Printer: ₹19/kg | Television: ₹25/kg | Magnet Assembly: ₹71/kg | LCD Panel: ₹75/kg,No,"Chandigarh, Panchkula"
REC01021,EcoCycle Ludhiana Recycling Services 1021,Ludhiana,"LCD Panel, Television, Mobile, Keyboard, Washing Machine, Mixed Metal",Authorized,+91 9401319737,LCD Panel: ₹41/kg | Television: ₹19/kg | Mobile: ₹182/kg | Keyboard: ₹15/kg | Washing Machine: ₹31/kg | Mixed Metal: ₹58/kg,Yes,"Ludhiana, Moga"
REC01022,GreenLoop Amritsar E-Waste Solutions 1022,Amritsar,"Mobile, Cable, Keyboard, Mixed Plastic, Microwave, Washing Machine, Magnet Assembly, Motor",Authorization Verification Pending,+91 9591182415,Mobile: ₹329/kg | Cable: ₹408/kg | Keyboard: ₹25/kg | Mixed Plastic: ₹21/kg | Microwave: ₹26/kg | Washing Machine: ₹19/kg | Magnet Assembly: ₹116/kg | Motor: ₹61/kg,No,"Amritsar, Tarn Taran"
REC01023,ReTech Dehradun Recycler Hub 1023,Dehradun,"PCB, Mixed Metal, LCD Panel, Mouse",Authorized,+91 9528523306,PCB: ₹389/kg | Mixed Metal: ₹76/kg | LCD Panel: ₹57/kg | Mouse: ₹40/kg,Yes,"Dehradun, Haridwar"
REC01024,CleanEarth Shimla Recovery Centre 1024,Shimla,"Battery, Motor, Printer, LCD Panel, Mobile, Glass",Authorization Verification Pending,+91 9617012322,Battery: ₹121/kg | Motor: ₹85/kg | Printer: ₹10/kg | LCD Panel: ₹27/kg | Mobile: ₹266/kg | Glass: ₹4/kg,Yes,"Shimla, Mandi, Solan"
REC01025,E-Waste Jammu Circular Solutions 1025,Jammu,"Magnet Assembly, Motor, Mixed Plastic",Authorized,+91 9621383938,Magnet Assembly: ₹92/kg | Motor: ₹77/kg | Mixed Plastic: ₹25/kg,Yes,"Jammu, Udhampur, Kathua"
REC01026,Circular Srinagar Resource Recovery 1026,Srinagar,"CRT, Motor, Magnet Assembly, Glass, Microwave, Mouse, Battery, Mobile",Authorized,+91 9491566503,CRT: ₹6/kg | Motor: ₹79/kg | Magnet Assembly: ₹72/kg | Glass: ₹5/kg | Microwave: ₹28/kg | Mouse: ₹27/kg | Battery: ₹119/kg | Mobile: ₹161/kg,Yes,"Srinagar, Anantnag, Baramulla"
REC01027,RenewTech Agartala Green Processing 1027,Agartala,"Printer, Microwave, Washing Machine, Glass, LCD Panel, Mobile, Cable",Authorized,+91 9648131557,Printer: ₹9/kg | Microwave: ₹8/kg | Washing Machine: ₹34/kg | Glass: ₹11/kg | LCD Panel: ₹75/kg | Mobile: ₹237/kg | Cable: ₹440/kg,Yes,"Agartala, Udaipur"
REC01028,GreenCircuit Imphal Materials Recycling 1028,Imphal,"LCD Panel, Mixed Metal, Television, Mouse, Washing Machine, Keyboard",Authorized,+91 9331247689,LCD Panel: ₹65/kg | Mixed Metal: ₹46/kg | Television: ₹16/kg | Mouse: ₹22/kg | Washing Machine: ₹31/kg | Keyboard: ₹33/kg,Yes,Imphal
REC01029,UrbanRecycle Aizawl Sustainable Recycling 1029,Aizawl,"Mouse, Battery, Magnet Assembly, PCB, Mixed Plastic, LCD Panel, Microwave, Keyboard",Authorized,+91 9600936717,Mouse: ₹26/kg | Battery: ₹86/kg | Magnet Assembly: ₹134/kg | PCB: ₹527/kg | Mixed Plastic: ₹18/kg | LCD Panel: ₹66/kg | Microwave: ₹26/kg | Keyboard: ₹21/kg,Yes,Aizawl
REC01030,EcoLink Itanagar Collection & Recycling 1030,Itanagar,"Cable, Microwave, Printer, Motor, Washing Machine, Television, Mixed Plastic, Mobile",Authorized,+91 9207410525,Cable: ₹367/kg | Microwave: ₹23/kg | Printer: ₹22/kg | Motor: ₹82/kg | Washing Machine: ₹29/kg | Television: ₹40/kg | Mixed Plastic: ₹29/kg | Mobile: ₹251/kg,Yes,"Itanagar, Naharlagun, Pasighat"
REC01031,RecyclePro Gangtok Recycling Services 1031,Gangtok,"Television, Printer, Mobile, LCD Panel, Cable, CRT",Authorized,+91 9983371687,Television: ₹25/kg | Printer: ₹25/kg | Mobile: ₹345/kg | LCD Panel: ₹25/kg | Cable: ₹457/kg | CRT: ₹7/kg,Yes,"Gangtok, Pakyong"
REC01032,EnviroCycle Panaji E-Waste Solutions 1032,Panaji,"Television, Motor, Mixed Plastic, CRT, Magnet Assembly, LCD Panel, Mixed Metal",Authorization Renewal Pending,+91 9469549087,Television: ₹15/kg | Motor: ₹73/kg | Mixed Plastic: ₹24/kg | CRT: ₹6/kg | Magnet Assembly: ₹122/kg | LCD Panel: ₹26/kg | Mixed Metal: ₹80/kg,Yes,"Panaji, Mapusa"
REC01033,EarthLoop Mangaluru Recycler Hub 1033,Mangaluru,"Cable, Magnet Assembly, Glass, Printer, Television, Mobile, Microwave",Authorization Verification Pending,+91 9432963086,Cable: ₹331/kg | Magnet Assembly: ₹83/kg | Glass: ₹6/kg | Printer: ₹10/kg | Television: ₹26/kg | Mobile: ₹266/kg | Microwave: ₹27/kg,Yes,"Mangaluru, Puttur, Udupi"
REC01034,GreenMine Hubballi Recovery Centre 1034,Hubballi,"CRT, Keyboard, Glass, PCB, Mixed Plastic, Printer, Microwave, Magnet Assembly",Authorized,+91 9164717621,CRT: ₹7/kg | Keyboard: ₹20/kg | Glass: ₹4/kg | PCB: ₹402/kg | Mixed Plastic: ₹14/kg | Printer: ₹18/kg | Microwave: ₹8/kg | Magnet Assembly: ₹132/kg,Yes,"Hubballi, Dharwad"
