Category,Location,Date,Price/kg,Source
LCD Panel,Chennai,16-08-26,₹47,Recycler
Motor,Chennai,16-08-26,₹81,Recycler
Magnet Assembly,Chennai,16-08-26,₹103,Recycler
Metal,Chennai,16-08-26,₹53,Recycler
Plastic,Chennai,16-08-26,₹19,Aggregator
Glass,Chennai,16-08-26,₹6,Recycler
PCB,Kolkata,16-08-26,₹444,Recycler
Battery,Kolkata,16-08-26,₹111,Market Survey
Mobile,Kolkata,16-08-26,₹216,Recycler
Keyboard,Kolkata,16-08-26,₹30,Market Survey
Mouse,Kolkata,16-08-26,₹37,Aggregator
Printer,Kolkata,16-08-26,₹18,Aggregator
Television,Kolkata,16-08-26,₹20,Aggregator
Washing Machine,Kolkata,16-08-26,₹21,Aggregator
Microwave,Kolkata,16-08-26,₹17,Aggregator
Player,Kolkata,16-08-26,₹47,Recycler
Cable,Kolkata,16-08-26,₹385,Recycler
LCD Panel,Kolkata,16-08-26,₹42,Aggregator
Motor,Kolkata,16-08-26,₹77,Market Survey
Magnet Assembly,Kolkata,16-08-26,₹96,Recycler
Metal,Kolkata,16-08-26,₹52,Market Survey
Plastic,Kolkata,16-08-26,₹20,Recycler
Glass,Kolkata,16-08-26,₹5,Recycler
PCB,Lucknow,16-08-26,₹429,Aggregator
Battery,Lucknow,16-08-26,₹112,Recycler
Mobile,Lucknow,16-08-26,₹191,Aggregator
Keyboard,Lucknow,16-08-26,₹29,Recycler
Mouse,Lucknow,16-08-26,₹37,Recycler
Printer,Lucknow,16-08-26,₹18,Recycler
Television,Lucknow,16-08-26,₹21,Recycler
Washing Machine,Lucknow,16-08-26,₹20,Aggregator
Microwave,Lucknow,16-08-26,₹17,Recycler
Player,Lucknow,16-08-26,₹47,Recycler
Cable,Lucknow,16-08-26,₹364,Aggregator
LCD Panel,Lucknow,16-08-26,₹41,Aggregator
Motor,Lucknow,16-08-26,₹74,Recycler
Magnet Assembly,Lucknow,16-08-26,₹96,Recycler
Metal,Lucknow,16-08-26,₹47,Aggregator
Plastic,Lucknow,16-08-26,₹19,Recycler
Glass,Lucknow,16-08-26,₹5,Recycler
PCB,Bhopal,17-08-26,₹390,Recycler
Battery,Bhopal,17-08-26,₹108,Recycler
Mobile,Bhopal,17-08-26,₹203,Recycler
Keyboard,Bhopal,17-08-26,₹27,Recycler
Mouse,Bhopal,17-08-26,₹35,Aggregator
Printer,Bhopal,17-08-26,₹17,Recycler
Television,Bhopal,17-08-26,₹20,Recycler
Washing Machine,Bhopal,17-08-26,₹19,Recycler
Microwave,Bhopal,17-08-26,₹15,Recycler
Player,Bhopal,17-08-26,₹47,Recycler
Cable,Bhopal,17-08-26,₹369,Recycler
LCD Panel,Bhopal,17-08-26,₹45,Recycler
Motor,Bhopal,17-08-26,₹71,Recycler
Magnet Assembly,Bhopal,17-08-26,₹79,Aggregator
Metal,Bhopal,17-08-26,₹48,Aggregator
Plastic,Bhopal,17-08-26,₹18,Aggregator
Glass,Bhopal,17-08-26,₹4,Aggregator
PCB,Indore,17-08-26,₹410,Recycler
Battery,Indore,17-08-26,₹95,Aggregator
Mobile,Indore,17-08-26,₹173,Aggregator
Keyboard,Indore,17-08-26,₹25,Recycler
Mouse,Indore,17-08-26,₹36,Recycler
Printer,Indore,17-08-26,₹17,Aggregator
Television,Indore,17-08-26,₹21,Recycler
Washing Machine,Indore,17-08-26,₹19,Aggregator
Microwave,Indore,17-08-26,₹16,Recycler
Player,Indore,17-08-26,₹45,Recycler
Cable,Indore,17-08-26,₹324,Aggregator
LCD Panel,Indore,17-08-26,₹45,Recycler
Motor,Indore,17-08-26,₹64,Recycler
Magnet Assembly,Indore,17-08-26,₹89,Recycler
Metal,Indore,17-08-26,₹51,Recycler
Plastic,Indore,17-08-26,₹20,Market Survey
Glass,Indore,17-08-26,₹5,Recycler
PCB,Raipur,17-08-26,₹359,Aggregator
Battery,Raipur,17-08-26,₹111,Recycler
Mobile,Raipur,17-08-26,₹204,Market Survey
Keyboard,Raipur,17-08-26,₹25,Recycler
Mouse,Raipur,17-08-26,₹33,Aggregator
Printer,Raipur,17-08-26,₹17,Aggregator
Television,Raipur,17-08-26,₹20,Recycler
Washing Machine,Raipur,17-08-26,₹19,Aggregator
Microwave,Raipur,17-08-26,₹15,Recycler
Player,Raipur,17-08-26,₹45,Recycler
Cable,Raipur,17-08-26,₹356,Market Survey
LCD Panel,Raipur,17-08-26,₹42,Recycler
Motor,Raipur,17-08-26,₹71,Recycler
Magnet Assembly,Raipur,17-08-26,₹88,Aggregator
Metal,Raipur,17-08-26,₹48,Aggregator
Plastic,Raipur,17-08-26,₹18,Recycler
Glass,Raipur,17-08-26,₹5,Recycler
PCB,Nagpur,17-08-26,₹405,Recycler
Battery,Nagpur,17-08-26,₹103,Recycler
Mobile,Nagpur,17-08-26,₹190,Aggregator
Keyboard,Nagpur,17-08-26,₹25,Recycler
Mouse,Nagpur,17-08-26,₹34,Aggregator
Printer,Nagpur,17-08-26,₹17,Recycler
Television,Nagpur,17-08-26,₹21,Recycler
Washing Machine,Nagpur,17-08-26,₹20,Recycler
Microwave,Nagpur,17-08-26,₹16,Market Survey
Player,Nagpur,17-08-26,₹46,Aggregator
Cable,Nagpur,17-08-26,₹385,Market Survey
LCD Panel,Nagpur,17-08-26,₹45,Recycler
Motor,Nagpur,17-08-26,₹68,Recycler
Magnet Assembly,Nagpur,17-08-26,₹95,Recycler
Metal,Nagpur,17-08-26,₹52,Recycler
Plastic,Nagpur,17-08-26,₹18,Aggregator
Glass,Nagpur,17-08-26,₹5,Recycler
PCB,Pune,17-08-26,₹424,Recycler
Battery,Pune,17-08-26,₹116,Recycler
Mobile,Pune,17-08-26,₹213,Market Survey
Keyboard,Pune,17-08-26,₹28,Recycler
Mouse,Pune,17-08-26,₹41,Recycler
Printer,Pune,17-08-26,₹16,Recycler
Television,Pune,17-08-26,₹23,Aggregator
Washing Machine,Pune,17-08-26,₹22,Recycler
Microwave,Pune,17-08-26,₹17,Recycler
Player,Pune,17-08-26,₹45,Recycler
Cable,Pune,17-08-26,₹397,Recycler
LCD Panel,Pune,17-08-26,₹45,Recycler
Motor,Pune,17-08-26,₹76,Recycler
Magnet Assembly,Pune,17-08-26,₹95,Recycler
Metal,Pune,17-08-26,₹52,Aggregator
Plastic,Pune,17-08-26,₹19,Aggregator
Glass,Pune,17-08-26,₹5,Recycler
PCB,Mumbai,17-08-26,₹474,Market Survey
Battery,Mumbai,17-08-26,₹113,Aggregator
Mobile,Mumbai,17-08-26,₹232,Recycler
Keyboard,Mumbai,17-08-26,₹28,Recycler
Mouse,Mumbai,17-08-26,₹38,Aggregator
Printer,Mumbai,17-08-26,₹18,Aggregator
Television,Mumbai,17-08-26,₹24,Recycler
Washing Machine,Mumbai,17-08-26,₹21,Aggregator
Microwave,Mumbai,17-08-26,₹18,Recycler
Player,Mumbai,17-08-26,₹48,Recycler
Cable,Mumbai,17-08-26,₹394,Recycler
LCD Panel,Mumbai,17-08-26,₹49,Aggregator
Motor,Mumbai,17-08-26,₹78,Recycler
Magnet Assembly,Mumbai,17-08-26,₹89,Aggregator
Metal,Mumbai,17-08-26,₹54,Aggregator
Plastic,Mumbai,17-08-26,₹21,Recycler
Glass,Mumbai,17-08-26,₹5,Recycler
PCB,Delhi,17-08-26,₹478,Recycler
Battery,Delhi,17-08-26,₹117,Recycler
Mobile,Delhi,17-08-26,₹210,Recycler
Keyboard,Delhi,17-08-26,₹29,Market Survey
Mouse,Delhi,17-08-26,₹37,Recycler
Printer,Delhi,17-08-26,₹18,Recycler
Television,Delhi,17-08-26,₹23,Market Survey
Washing Machine,Delhi,17-08-26,₹24,Recycler
Microwave,Delhi,17-08-26,₹18,Market Survey
Player,Delhi,17-08-26,₹47,Recycler
Cable,Delhi,17-08-26,₹383,Recycler
LCD Panel,Delhi,17-08-26,₹43,Aggregator
Motor,Delhi,17-08-26,₹66,Aggregator
Magnet Assembly,Delhi,17-08-26,₹95,Recycler
Metal,Delhi,17-08-26,₹59,Recycler
Plastic,Delhi,17-08-26,₹21,Recycler
Glass,Delhi,17-08-26,₹5,Recycler
PCB,Noida,17-08-26,₹440,Recycler
Battery,Noida,17-08-26,₹111,Recycler
Mobile,Noida,17-08-26,₹197,Aggregator
Keyboard,Noida,17-08-26,₹27,Recycler
Mouse,Noida,17-08-26,₹40,Market Survey
Printer,Noida,17-08-26,₹17,Aggregator
Television,Noida,17-08-26,₹22,Recycler
Washing Machine,Noida,17-08-26,₹23,Recycler
Microwave,Noida,17-08-26,₹17,Aggregator
Player,Noida,17-08-26,₹53,Recycler
Cable,Noida,17-08-26,₹391,Recycler
LCD Panel,Noida,17-08-26,₹47,Recycler
Motor,Noida,17-08-26,₹71,Recycler
Magnet Assembly,Noida,17-08-26,₹99,Recycler
Metal,Noida,17-08-26,₹52,Recycler
Plastic,Noida,17-08-26,₹21,Recycler
Glass,Noida,17-08-26,₹5,Recycler
PCB,Jaipur,17-08-26,₹410,Recycler
Battery,Jaipur,17-08-26,₹103,Recycler
Mobile,Jaipur,17-08-26,₹203,Recycler
Keyboard,Jaipur,17-08-26,₹27,Market Survey
Mouse,Jaipur,17-08-26,₹38,Recycler
Printer,Jaipur,17-08-26,₹17,Aggregator
Television,Jaipur,17-08-26,₹21,Recycler
Washing Machine,Jaipur,17-08-26,₹20,Recycler
Microwave,Jaipur,17-08-26,₹16,Recycler
Player,Jaipur,17-08-26,₹43,Aggregator
Cable,Jaipur,17-08-26,₹358,Recycler
LCD Panel,Jaipur,17-08-26,₹44,Recycler
Motor,Jaipur,17-08-26,₹73,Aggregator
Magnet Assembly,Jaipur,17-08-26,₹98,Recycler
Metal,Jaipur,17-08-26,₹49,Recycler
Plastic,Jaipur,17-08-26,₹19,Aggregator
Glass,Jaipur,17-08-26,₹5,Aggregator
PCB,Ahmedabad,17-08-26,₹388,Recycler
Battery,Ahmedabad,17-08-26,₹110,Market Survey
Mobile,Ahmedabad,17-08-26,₹200,Aggregator
Keyboard,Ahmedabad,17-08-26,₹25,Aggregator
Mouse,Ahmedabad,17-08-26,₹34,Aggregator
Printer,Ahmedabad,17-08-26,₹19,Market Survey
Television,Ahmedabad,17-08-26,₹23,Recycler
Washing Machine,Ahmedabad,17-08-26,₹20,Aggregator
Microwave,Ahmedabad,17-08-26,₹17,Recycler
Player,Ahmedabad,17-08-26,₹44,Aggregator
Cable,Ahmedabad,17-08-26,₹393,Aggregator
LCD Panel,Ahmedabad,17-08-26,₹47,Recycler
Motor,Ahmedabad,17-08-26,₹80,Recycler
Magnet Assembly,Ahmedabad,17-08-26,₹89,Recycler
Metal,Ahmedabad,17-08-26,₹51,Recycler
Plastic,Ahmedabad,17-08-26,₹20,Aggregator
Glass,Ahmedabad,17-08-26,₹5,Aggregator
PCB,Bengaluru,17-08-26,₹427,Recycler
Battery,Bengaluru,17-08-26,₹111,Aggregator
Mobile,Bengaluru,17-08-26,₹199,Aggregator
Keyboard,Bengaluru,17-08-26,₹29,Recycler
Mouse,Bengaluru,17-08-26,₹34,Aggregator
Printer,Bengaluru,17-08-26,₹18,Recycler
Television,Bengaluru,17-08-26,₹20,Recycler
Washing Machine,Bengaluru,17-08-26,₹21,Recycler
Microwave,Bengaluru,17-08-26,₹18,Recycler
Player,Bengaluru,17-08-26,₹49,Recycler
Cable,Bengaluru,17-08-26,₹426,Market Survey
LCD Panel,Bengaluru,17-08-26,₹44,Market Survey
Motor,Bengaluru,17-08-26,₹77,Aggregator
Magnet Assembly,Bengaluru,17-08-26,₹92,Aggregator
Metal,Bengaluru,17-08-26,₹53,Recycler
Plastic,Bengaluru,17-08-26,₹20,Aggregator
Glass,Bengaluru,17-08-26,₹5,Recycler
PCB,Hyderabad,17-08-26,₹389,Recycler
Battery,Hyderabad,17-08-26,₹122,Recycler
Mobile,Hyderabad,17-08-26,₹222,Recycler
Keyboard,Hyderabad,17-08-26,₹28,Recycler
Mouse,Hyderabad,17-08-26,₹38,Recycler
Printer,Hyderabad,17-08-26,₹18,Recycler
Television,Hyderabad,17-08-26,₹22,Recycler
Washing Machine,Hyderabad,17-08-26,₹20,Aggregator
Microwave,Hyderabad,17-08-26,₹17,Recycler
Player,Hyderabad,17-08-26,₹47,Recycler
Cable,Hyderabad,17-08-26,₹384,Recycler
LCD Panel,Hyderabad,17-08-26,₹44,Aggregator
Motor,Hyderabad,17-08-26,₹72,Recycler
Magnet Assembly,Hyderabad,17-08-26,₹94,Recycler
Metal,Hyderabad,17-08-26,₹52,Market Survey
Plastic,Hyderabad,17-08-26,₹22,Recycler
Glass,Hyderabad,17-08-26,₹5,Recycler
PCB,Chennai,17-08-26,₹413,Recycler
Battery,Chennai,17-08-26,₹111,Recycler
Mobile,Chennai,17-08-26,₹228,Recycler
Keyboard,Chennai,17-08-26,₹27,Aggregator
Mouse,Chennai,17-08-26,₹38,Recycler
Printer,Chennai,17-08-26,₹19,Recycler
Television,Chennai,17-08-26,₹21,Recycler
Washing Machine,Chennai,17-08-26,₹21,Market Survey
Microwave,Chennai,17-08-26,₹17,Aggregator
Player,Chennai,17-08-26,₹48,Recycler
Cable,Chennai,17-08-26,₹373,Recycler
LCD Panel,Chennai,17-08-26,₹44,Recycler
Motor,Chennai,17-08-26,₹69,Aggregator
Magnet Assembly,Chennai,17-08-26,₹93,Recycler
Metal,Chennai,17-08-26,₹54,Recycler
Plastic,Chennai,17-08-26,₹20,Market Survey
Glass,Chennai,17-08-26,₹5,Aggregator
PCB,Kolkata,17-08-26,₹435,Aggregator
Battery,Kolkata,17-08-26,₹100,Recycler
Mobile,Kolkata,17-08-26,₹203,Recycler
Keyboard,Kolkata,17-08-26,₹28,Recycler
Mouse,Kolkata,17-08-26,₹36,Recycler
Printer,Kolkata,17-08-26,₹17,Recycler
Television,Kolkata,17-08-26,₹21,Market Survey
Washing Machine,Kolkata,17-08-26,₹19,Aggregator
Microwave,Kolkata,17-08-26,₹16,Recycler
Player,Kolkata,17-08-26,₹43,Recycler
Cable,Kolkata,17-08-26,₹381,Recycler
LCD Panel,Kolkata,17-08-26,₹46,Aggregator
Motor,Kolkata,17-08-26,₹67,Recycler
Magnet Assembly,Kolkata,17-08-26,₹84,Aggregator
Metal,Kolkata,17-08-26,₹48,Recycler
Plastic,Kolkata,17-08-26,₹19,Aggregator
Glass,Kolkata,17-08-26,₹5,Aggregator
PCB,Lucknow,17-08-26,₹377,Aggregator
Battery,Lucknow,17-08-26,₹104,Recycler
Mobile,Lucknow,17-08-26,₹188,Recycler
Keyboard,Lucknow,17-08-26,₹28,Recycler
Mouse,Lucknow,17-08-26,₹35,Recycler
Printer,Lucknow,17-08-26,₹18,Recycler
Television,Lucknow,17-08-26,₹21,Recycler
Washing Machine,Lucknow,17-08-26,₹19,Aggregator
Microwave,Lucknow,17-08-26,₹16,Aggregator
Player,Lucknow,17-08-26,₹45,Aggregator
Cable,Lucknow,17-08-26,₹353,Recycler
LCD Panel,Lucknow,17-08-26,₹42,Aggregator
Motor,Lucknow,17-08-26,₹68,Aggregator
Magnet Assembly,Lucknow,17-08-26,₹94,Market Survey
Metal,Lucknow,17-08-26,₹47,Aggregator
Plastic,Lucknow,17-08-26,₹19,Recycler
Glass,Lucknow,17-08-26,₹5,Recycler
PCB,Bhopal,18-08-26,₹430,Recycler
Battery,Bhopal,18-08-26,₹98,Recycler
Mobile,Bhopal,18-08-26,₹201,Market Survey
Keyboard,Bhopal,18-08-26,₹27,Recycler
Mouse,Bhopal,18-08-26,₹35,Recycler
Printer,Bhopal,18-08-26,₹16,Aggregator
Television,Bhopal,18-08-26,₹22,Recycler
Washing Machine,Bhopal,18-08-26,₹18,Recycler
Microwave,Bhopal,18-08-26,₹15,Aggregator
Player,Bhopal,18-08-26,₹43,Recycler
Cable,Bhopal,18-08-26,₹369,Recycler
LCD Panel,Bhopal,18-08-26,₹43,Aggregator
Motor,Bhopal,18-08-26,₹67,Recycler
Magnet Assembly,Bhopal,18-08-26,₹85,Recycler
Metal,Bhopal,18-08-26,₹51,Recycler
Plastic,Bhopal,18-08-26,₹18,Aggregator
Glass,Bhopal,18-08-26,₹5,Recycler
PCB,Indore,18-08-26,₹423,Recycler
Battery,Indore,18-08-26,₹103,Aggregator
Mobile,Indore,18-08-26,₹205,Recycler
Keyboard,Indore,18-08-26,₹26,Aggregator
Mouse,Indore,18-08-26,₹35,Recycler
Printer,Indore,18-08-26,₹19,Recycler
Television,Indore,18-08-26,₹22,Recycler
Washing Machine,Indore,18-08-26,₹20,Recycler
Microwave,Indore,18-08-26,₹17,Aggregator
Player,Indore,18-08-26,₹45,Recycler
Cable,Indore,18-08-26,₹374,Aggregator
LCD Panel,Indore,18-08-26,₹43,Aggregator
Motor,Indore,18-08-26,₹71,Recycler
Magnet Assembly,Indore,18-08-26,₹94,Recycler
Metal,Indore,18-08-26,₹45,Aggregator
Plastic,Indore,18-08-26,₹18,Recycler
Glass,Indore,18-08-26,₹5,Market Survey
PCB,Raipur,18-08-26,₹415,Recycler
Battery,Raipur,18-08-26,₹104,Recycler
Mobile,Raipur,18-08-26,₹195,Aggregator
Keyboard,Raipur,18-08-26,₹27,Aggregator
Mouse,Raipur,18-08-26,₹37,Recycler
Printer,Raipur,18-08-26,₹17,Aggregator
Television,Raipur,18-08-26,₹21,Recycler
Washing Machine,Raipur,18-08-26,₹18,Aggregator
Microwave,Raipur,18-08-26,₹16,Aggregator
Player,Raipur,18-08-26,₹42,Aggregator
Cable,Raipur,18-08-26,₹364,Recycler
LCD Panel,Raipur,18-08-26,₹41,Recycler
Motor,Raipur,18-08-26,₹68,Market Survey
Magnet Assembly,Raipur,18-08-26,₹89,Recycler
Metal,Raipur,18-08-26,₹47,Recycler
Plastic,Raipur,18-08-26,₹19,Recycler
Glass,Raipur,18-08-26,₹5,Recycler
PCB,Nagpur,18-08-26,₹406,Recycler
Battery,Nagpur,18-08-26,₹109,Recycler
Mobile,Nagpur,18-08-26,₹203,Aggregator
Keyboard,Nagpur,18-08-26,₹28,Market Survey
Mouse,Nagpur,18-08-26,₹38,Recycler
Printer,Nagpur,18-08-26,₹18,Recycler
Television,Nagpur,18-08-26,₹22,Recycler
Washing Machine,Nagpur,18-08-26,₹18,Recycler
Microwave,Nagpur,18-08-26,₹16,Recycler
Player,Nagpur,18-08-26,₹46,Market Survey
Cable,Nagpur,18-08-26,₹370,Recycler
LCD Panel,Nagpur,18-08-26,₹40,Aggregator
Motor,Nagpur,18-08-26,₹72,Recycler
Magnet Assembly,Nagpur,18-08-26,₹85,Recycler
Metal,Nagpur,18-08-26,₹49,Recycler
Plastic,Nagpur,18-08-26,₹19,Recycler
Glass,Nagpur,18-08-26,₹5,Recycler
PCB,Pune,18-08-26,₹422,Market Survey
Battery,Pune,18-08-26,₹115,Recycler
Mobile,Pune,18-08-26,₹200,Aggregator
Keyboard,Pune,18-08-26,₹29,Recycler
Mouse,Pune,18-08-26,₹35,Recycler
Printer,Pune,18-08-26,₹18,Recycler
Television,Pune,18-08-26,₹24,Recycler
Washing Machine,Pune,18-08-26,₹20,Aggregator
Microwave,Pune,18-08-26,₹17,Recycler
Player,Pune,18-08-26,₹50,Aggregator
Cable,Pune,18-08-26,₹387,Recycler
LCD Panel,Pune,18-08-26,₹47,Recycler
Motor,Pune,18-08-26,₹80,Recycler
Magnet Assembly,Pune,18-08-26,₹100,Aggregator
Metal,Pune,18-08-26,₹50,Recycler
Plastic,Pune,18-08-26,₹20,Recycler
Glass,Pune,18-08-26,₹5,Market Survey
PCB,Mumbai,18-08-26,₹460,Recycler
Battery,Mumbai,18-08-26,₹124,Recycler
Mobile,Mumbai,18-08-26,₹207,Aggregator
Keyboard,Mumbai,18-08-26,₹28,Aggregator
Mouse,Mumbai,18-08-26,₹38,Recycler
Printer,Mumbai,18-08-26,₹19,Recycler
Television,Mumbai,18-08-26,₹25,Recycler
Washing Machine,Mumbai,18-08-26,₹22,Recycler
Microwave,Mumbai,18-08-26,₹19,Recycler
Player,Mumbai,18-08-26,₹47,Recycler
Cable,Mumbai,18-08-26,₹398,Recycler
LCD Panel,Mumbai,18-08-26,₹50,Recycler
Motor,Mumbai,18-08-26,₹76,Recycler
Magnet Assembly,Mumbai,18-08-26,₹106,Recycler
Metal,Mumbai,18-08-26,₹57,Recycler
Plastic,Mumbai,18-08-26,₹21,Recycler
Glass,Mumbai,18-08-26,₹5,Recycler
PCB,Delhi,18-08-26,₹438,Recycler
Battery,Delhi,18-08-26,₹109,Aggregator
Mobile,Delhi,18-08-26,₹225,Recycler
Keyboard,Delhi,18-08-26,₹30,Recycler
Mouse,Delhi,18-08-26,₹42,Recycler
Printer,Delhi,18-08-26,₹19,Aggregator
Television,Delhi,18-08-26,₹23,Aggregator
Washing Machine,Delhi,18-08-26,₹23,Recycler
Microwave,Delhi,18-08-26,₹18,Market Survey
Player,Delhi,18-08-26,₹53,Recycler
Cable,Delhi,18-08-26,₹417,Recycler
LCD Panel,Delhi,18-08-26,₹46,Recycler
Motor,Delhi,18-08-26,₹75,Recycler
Magnet Assembly,Delhi,18-08-26,₹97,Recycler
Metal,Delhi,18-08-26,₹56,Aggregator
Plastic,Delhi,18-08-26,₹20,Recycler
Glass,Delhi,18-08-26,₹5,Recycler
PCB,Noida,18-08-26,₹438,Recycler
Battery,Noida,18-08-26,₹112,Recycler
Mobile,Noida,18-08-26,₹217,Recycler
Keyboard,Noida,18-08-26,₹27,Aggregator
Mouse,Noida,18-08-26,₹40,Recycler
Printer,Noida,18-08-26,₹18,Aggregator
Television,Noida,18-08-26,₹21,Aggregator
Washing Machine,Noida,18-08-26,₹21,Recycler
Microwave,Noida,18-08-26,₹18,Recycler
Player,Noida,18-08-26,₹48,Market Survey
Cable,Noida,18-08-26,₹414,Recycler
LCD Panel,Noida,18-08-26,₹48,Market Survey
Motor,Noida,18-08-26,₹68,Aggregator
Magnet Assembly,Noida,18-08-26,₹98,Recycler
Metal,Noida,18-08-26,₹52,Market Survey
Plastic,Noida,18-08-26,₹19,Recycler
Glass,Noida,18-08-26,₹5,Recycler
PCB,Jaipur,18-08-26,₹417,Recycler
Battery,Jaipur,18-08-26,₹107,Aggregator
Mobile,Jaipur,18-08-26,₹205,Aggregator
Keyboard,Jaipur,18-08-26,₹27,Recycler
Mouse,Jaipur,18-08-26,₹35,Aggregator
Printer,Jaipur,18-08-26,₹16,Aggregator
Television,Jaipur,18-08-26,₹20,Recycler
Washing Machine,Jaipur,18-08-26,₹21,Aggregator
Microwave,Jaipur,18-08-26,₹18,Recycler
Player,Jaipur,18-08-26,₹48,Recycler
Cable,Jaipur,18-08-26,₹369,Recycler
LCD Panel,Jaipur,18-08-26,₹44,Recycler
Motor,Jaipur,18-08-26,₹73,Recycler
Magnet Assembly,Jaipur,18-08-26,₹97,Aggregator
Metal,Jaipur,18-08-26,₹51,Recycler
Plastic,Jaipur,18-08-26,₹19,Aggregator
Glass,Jaipur,18-08-26,₹5,Recycler
PCB,Ahmedabad,18-08-26,₹429,Aggregator
Battery,Ahmedabad,18-08-26,₹117,Recycler
Mobile,Ahmedabad,18-08-26,₹207,Recycler
Keyboard,Ahmedabad,18-08-26,₹29,Recycler
Mouse,Ahmedabad,18-08-26,₹43,Recycler
Printer,Ahmedabad,18-08-26,₹18,Recycler
Television,Ahmedabad,18-08-26,₹22,Recycler
Washing Machine,Ahmedabad,18-08-26,₹21,Market Survey
Microwave,Ahmedabad,18-08-26,₹18,Aggregator
Player,Ahmedabad,18-08-26,₹52,Recycler
Cable,Ahmedabad,18-08-26,₹378,Recycler
LCD Panel,Ahmedabad,18-08-26,₹46,Recycler
Motor,Ahmedabad,18-08-26,₹73,Recycler
Magnet Assembly,Ahmedabad,18-08-26,₹95,Aggregator
Metal,Ahmedabad,18-08-26,₹53,Recycler
Plastic,Ahmedabad,18-08-26,₹20,Aggregator
Glass,Ahmedabad,18-08-26,₹5,Aggregator
PCB,Bengaluru,18-08-26,₹457,Recycler
Battery,Bengaluru,18-08-26,₹113,Market Survey
Mobile,Bengaluru,18-08-26,₹206,Recycler
Keyboard,Bengaluru,18-08-26,₹30,Recycler
Mouse,Bengaluru,18-08-26,₹37,Recycler
Printer,Bengaluru,18-08-26,₹18,Aggregator
Television,Bengaluru,18-08-26,₹24,Recycler
Washing Machine,Bengaluru,18-08-26,₹22,Recycler
Microwave,Bengaluru,18-08-26,₹17,Aggregator
Player,Bengaluru,18-08-26,₹49,Recycler
Cable,Bengaluru,18-08-26,₹414,Recycler
LCD Panel,Bengaluru,18-08-26,₹46,Recycler
Motor,Bengaluru,18-08-26,₹75,Recycler
Magnet Assembly,Bengaluru,18-08-26,₹96,Recycler
Metal,Bengaluru,18-08-26,₹54,Aggregator
Plastic,Bengaluru,18-08-26,₹21,Market Survey
Glass,Bengaluru,18-08-26,₹5,Recycler
PCB,Hyderabad,18-08-26,₹428,Recycler
Battery,Hyderabad,18-08-26,₹107,Recycler
Mobile,Hyderabad,18-08-26,₹203,Recycler
Keyboard,Hyderabad,18-08-26,₹28,Aggregator
Mouse,Hyderabad,18-08-26,₹38,Aggregator
Printer,Hyderabad,18-08-26,₹18,Recycler
Television,Hyderabad,18-08-26,₹21,Aggregator
Washing Machine,Hyderabad,18-08-26,₹21,Recycler
Microwave,Hyderabad,18-08-26,₹18,Recycler
Player,Hyderabad,18-08-26,₹48,Recycler
Cable,Hyderabad,18-08-26,₹431,Recycler
LCD Panel,Hyderabad,18-08-26,₹44,Aggregator
Motor,Hyderabad,18-08-26,₹73,Recycler
Magnet Assembly,Hyderabad,18-08-26,₹91,Recycler
Metal,Hyderabad,18-08-26,₹53,Aggregator
Plastic,Hyderabad,18-08-26,₹20,Recycler
Glass,Hyderabad,18-08-26,₹5,Recycler
PCB,Chennai,18-08-26,₹426,Recycler
Battery,Chennai,18-08-26,₹112,Recycler
Mobile,Chennai,18-08-26,₹213,Aggregator
Keyboard,Chennai,18-08-26,₹28,Recycler
Mouse,Chennai,18-08-26,₹40,Recycler
Printer,Chennai,18-08-26,₹17,Aggregator
Television,Chennai,18-08-26,₹21,Aggregator
Washing Machine,Chennai,18-08-26,₹24,Recycler
Microwave,Chennai,18-08-26,₹17,Recycler
Player,Chennai,18-08-26,₹45,Aggregator
Cable,Chennai,18-08-26,₹413,Recycler
LCD Panel,Chennai,18-08-26,₹45,Market Survey
Motor,Chennai,18-08-26,₹71,Aggregator
Magnet Assembly,Chennai,18-08-26,₹98,Recycler
Metal,Chennai,18-08-26,₹56,Market Survey
Plastic,Chennai,18-08-26,₹19,Recycler
Glass,Chennai,18-08-26,₹5,Recycler
PCB,Kolkata,18-08-26,₹423,Recycler
Battery,Kolkata,18-08-26,₹105,Market Survey
Mobile,Kolkata,18-08-26,₹189,Recycler
Keyboard,Kolkata,18-08-26,₹28,Recycler
Mouse,Kolkata,18-08-26,₹37,Recycler
Printer,Kolkata,18-08-26,₹18,Recycler
Television,Kolkata,18-08-26,₹21,Recycler
Washing Machine,Kolkata,18-08-26,₹23,Recycler
Microwave,Kolkata,18-08-26,₹17,Market Survey
Player,Kolkata,18-08-26,₹46,Recycler
Cable,Kolkata,18-08-26,₹378,Recycler
LCD Panel,Kolkata,18-08-26,₹42,Aggregator
Motor,Kolkata,18-08-26,₹72,Recycler
Magnet Assembly,Kolkata,18-08-26,₹91,Aggregator
Metal,Kolkata,18-08-26,₹49,Aggregator
Plastic,Kolkata,18-08-26,₹21,Recycler
Glass,Kolkata,18-08-26,₹5,Recycler
PCB,Lucknow,18-08-26,₹389,Recycler
Battery,Lucknow,18-08-26,₹107,Recycler
Mobile,Lucknow,18-08-26,₹197,Recycler
Keyboard,Lucknow,18-08-26,₹27,Recycler
Mouse,Lucknow,18-08-26,₹35,Aggregator
Printer,Lucknow,18-08-26,₹16,Recycler
